sku ; nombre ; categoria ; precio ; stock ; vendidos
ELEC-37032 ; Dell Teclado Lite 2022 ; ELECTRONICA ; 294.16 ; 91 ; 0
ROPA-37033 ; Puma Rosa Gorra Talla M ; ROPA ; 530.78 ; 96 ; 0
FOOD-37034 ; Nestlé Natural Jamón 750g ; ALIMENTOS ; 286.75 ; 61 ; 0
HOME-37035 ; Black&Decker XL Licuadora ; HOGAR ; 850.89 ; 43 ; 0
ELEC-37036 ; Xiaomi Smartwatch Standard 2021 ; ELECTRONICA ; 616.68 ; 79 ; 0
ROPA-37037 ; H&M Morado Zapatos Talla S ; ROPA ; 957.18 ; 85 ; 0
FOOD-37038 ; General Mills Light Queso 1L ; ALIMENTOS ; 845.06 ; 87 ; 0
HOME-37039 ; Bosch Automático Lámpara ; HOGAR ; 660.66 ; 19 ; 0
ELEC-37040 ; Apple Router Lite 2020 ; ELECTRONICA ; 491.10 ; 81 ; 0
ROPA-37041 ; Puma Blanco Zapatos Talla L ; ROPA ; 905.26 ; 40 ; 0
FOOD-37042 ; Kellogg's Natural Refresco 1L ; ALIMENTOS ; 629.77 ; 30 ; 0
HOME-37043 ; Miele XL Licuadora ; HOGAR ; 594.44 ; 73 ; 0
ELEC-37044 ; Sony Smartwatch Lite 2024 ; ELECTRONICA ; 406.89 ; 64 ; 0
ROPA-37045 ; Gucci Naranja Sudadera Talla XXL ; ROPA ; 834.51 ; 93 ; 0
FOOD-37046 ; Pepsi Premium Refresco 200g ; ALIMENTOS ; 909.57 ; 14 ; 0
HOME-37047 ; Braun XL Ventilador ; HOGAR ; 883.28 ; 18 ; 0
ELEC-37048 ; Asus Impresora Gaming 2023 ; ELECTRONICA ; 197.70 ; 10 ; 0
ROPA-37049 ; Puma Gris Short Talla S ; ROPA ; 876.84 ; 0 ; 0
FOOD-37050 ; General Mills Orgánico Galletas 250ml ; ALIMENTOS ; 289.34 ; 55 ; 0
HOME-37051 ; Philips Portátil Ventilador ; HOGAR ; 544.32 ; 10 ; 0
ELEC-37052 ; Samsung Teclado Ultra 2022 ; ELECTRONICA ; 997.81 ; 87 ; 0
ROPA-37053 ; Tommy Naranja Short Talla XXL ; ROPA ; 600.98 ; 21 ; 0
FOOD-37054 ; General Mills Económico Jamón 200g ; ALIMENTOS ; 981.99 ; 79 ; 0
HOME-37055 ; Tefal Compacto Batidora ; HOGAR ; 84.38 ; 7 ; 0
ELEC-37056 ; Sony Teclado Max 2021 ; ELECTRONICA ; 833.35 ; 22 ; 0
ROPA-37057 ; Puma Verde Falda Talla XS ; ROPA ; 935.78 ; 65 ; 0
FOOD-37058 ; Nestlé Integral Refresco 1L ; ALIMENTOS ; 533.91 ; 80 ; 0
HOME-37059 ; Rowenta Portátil Lámpara ; HOGAR ; 439.67 ; 84 ; 0
ELEC-37060 ; LG Router Lite 2020 ; ELECTRONICA ; 217.88 ; 5 ; 0
ROPA-37061 ; Levi's Verde Camiseta Talla XS ; ROPA ; 429.18 ; 24 ; 0
FOOD-37062 ; General Mills Natural Chocolate 1L ; ALIMENTOS ; 347.61 ; 51 ; 0
HOME-37063 ; Siemens Mediano Cafetera ; HOGAR ; 352.47 ; 23 ; 0
ELEC-37064 ; LG Smartwatch Max 2024 ; ELECTRONICA ; 709.81 ; 49 ; 0
ROPA-37065 ; Adidas Azul Gorra Talla XL ; ROPA ; 46.92 ; 49 ; 0
FOOD-37066 ; Heinz Orgánico Chocolate 100g ; ALIMENTOS ; 222.60 ; 27 ; 0
HOME-37067 ; Whirlpool Digital Licuadora ; HOGAR ; 572.32 ; 59 ; 0
ELEC-37068 ; Apple Monitor Max 2023 ; ELECTRONICA ; 426.43 ; 3 ; 0
ROPA-37069 ; Calvin Rojo Gorra Talla L ; ROPA ; 272.64 ; 29 ; 0
FOOD-37070 ; Campbell Light Pan 100g ; ALIMENTOS ; 853.09 ; 46 ; 0
HOME-37071 ; Black&Decker Portátil Licuadora ; HOGAR ; 747.39 ; 61 ; 0
ELEC-37072 ; HP Monitor Lite 2022 ; ELECTRONICA ; 656.73 ; 77 ; 0
ROPA-37073 ; H&M Negro Gorra Talla XS ; ROPA ; 258.74 ; 2 ; 0
FOOD-37074 ; Danone Gourmet Yogurt 1L ; ALIMENTOS ; 828.49 ; 16 ; 0
HOME-37075 ; Siemens Compacto Tostadora ; HOGAR ; 858.93 ; 59 ; 0
ELEC-37076 ; Huawei Smartwatch Home 2021 ; ELECTRONICA ; 343.07 ; 35 ; 0
ROPA-37077 ; Tommy Rosa Camiseta Talla S ; ROPA ; 114.49 ; 90 ; 0
FOOD-37078 ; Kraft Natural Queso 1kg ; ALIMENTOS ; 670.39 ; 28 ; 0
HOME-37079 ; Bosch XL Batidora ; HOGAR ; 489.08 ; 64 ; 0
ELEC-37080 ; HP Mouse Home 2020 ; ELECTRONICA ; 988.64 ; 70 ; 0
ROPA-37081 ; Levi's Azul Gorra Talla XS ; ROPA ; 735.58 ; 36 ; 0
FOOD-37082 ; Unilever Bio Leche 1kg ; ALIMENTOS ; 946.94 ; 71 ; 0
HOME-37083 ; Braun Digital Cafetera ; HOGAR ; 350.18 ; 33 ; 0
ELEC-37084 ; Samsung Laptop Gaming 2024 ; ELECTRONICA ; 245.94 ; 48 ; 0
ROPA-37085 ; Puma Negro Short Talla XS ; ROPA ; 777.00 ; 97 ; 0
FOOD-37086 ; Kraft Sin azúcar Yogurt 500g ; ALIMENTOS ; 563.32 ; 23 ; 0
HOME-37087 ; Tefal Fijo Batidora ; HOGAR ; 850.84 ; 74 ; 0
ELEC-37088 ; Xiaomi Router Lite 2023 ; ELECTRONICA ; 208.22 ; 11 ; 0
ROPA-37089 ; Calvin Gris Gorra Talla S ; ROPA ; 518.08 ; 17 ; 0
FOOD-37090 ; General Mills Económico Jamón 250ml ; ALIMENTOS ; 584.16 ; 45 ; 0
HOME-37091 ; IKEA Pequeño Aspiradora ; HOGAR ; 641.83 ; 5 ; 0
ELEC-37092 ; Huawei Smartphone Premium 2022 ; ELECTRONICA ; 243.86 ; 52 ; 0
ROPA-37093 ; Prada Morado Zapatos Talla XL ; ROPA ; 836.77 ; 75 ; 0
FOOD-37094 ; Danone Premium Leche 200g ; ALIMENTOS ; 381.75 ; 77 ; 0
HOME-37095 ; Miele XL Ventilador ; HOGAR ; 312.09 ; 93 ; 0
ELEC-37096 ; Samsung Router Pro 2021 ; ELECTRONICA ; 891.01 ; 16 ; 0
ROPA-37097 ; Prada Verde Zapatos Talla L ; ROPA ; 606.95 ; 92 ; 0
FOOD-37098 ; Coca-Cola Sin azúcar Jugo 100g ; ALIMENTOS ; 870.78 ; 31 ; 0
HOME-37099 ; Bosch Automático Tostadora ; HOGAR ; 812.91 ; 57 ; 0
ELEC-37100 ; Lenovo Router Pro 2020 ; ELECTRONICA ; 37.25 ; 84 ; 0
ROPA-37101 ; Adidas Gris Vestido Talla XS ; ROPA ; 40.73 ; 39 ; 0
FOOD-37102 ; Campbell Económico Chocolate 500g ; ALIMENTOS ; 138.40 ; 24 ; 0
HOME-37103 ; Tefal Portátil Silla ; HOGAR ; 295.61 ; 1 ; 0
ELEC-37104 ; HP Laptop Ultra 2024 ; ELECTRONICA ; 476.48 ; 52 ; 0
ROPA-37105 ; Puma Rojo Sudadera Talla XS ; ROPA ; 914.87 ; 78 ; 0
FOOD-37106 ; Campbell Gourmet Chocolate 100g ; ALIMENTOS ; 685.59 ; 95 ; 0
HOME-37107 ; Siemens Automático Tostadora ; HOGAR ; 225.77 ; 1 ; 0
ELEC-37108 ; Huawei Impresora Deluxe 2023 ; ELECTRONICA ; 663.07 ; 3 ; 0
ROPA-37109 ; Nike Negro Chaqueta Talla XS ; ROPA ; 807.81 ; 36 ; 0
FOOD-37110 ; General Mills Sin azúcar Jamón 100g ; ALIMENTOS ; 223.26 ; 4 ; 0
HOME-37111 ; Tefal Manual Batidora ; HOGAR ; 204.28 ; 86 ; 0
ELEC-37112 ; Apple Impresora Max 2022 ; ELECTRONICA ; 130.38 ; 34 ; 0
ROPA-37113 ; Puma Azul Camiseta Talla M ; ROPA ; 501.77 ; 77 ; 0
FOOD-37114 ; Unilever Integral Chocolate 200g ; ALIMENTOS ; 584.41 ; 95 ; 0
HOME-37115 ; Tefal Mediano Silla ; HOGAR ; 773.26 ; 73 ; 0
ELEC-37116 ; Sony Smartphone Pro 2021 ; ELECTRONICA ; 798.50 ; 90 ; 0
ROPA-37117 ; Gucci Naranja Vestido Talla L ; ROPA ; 391.39 ; 44 ; 0
FOOD-37118 ; Heinz Integral Leche 750g ; ALIMENTOS ; 260.60 ; 89 ; 0
HOME-37119 ; Tefal Compacto Cafetera ; HOGAR ; 72.30 ; 36 ; 0
ELEC-37120 ; Apple Monitor Ultra 2020 ; ELECTRONICA ; 493.59 ; 25 ; 0
ROPA-37121 ; Gucci Amarillo Pantalón Talla XS ; ROPA ; 598.21 ; 66 ; 0
FOOD-37122 ; Pepsi Integral Queso 1kg ; ALIMENTOS ; 669.04 ; 22 ; 0
HOME-37123 ; Philips XL Lámpara ; HOGAR ; 157.77 ; 33 ; 0
ELEC-37124 ; LG Mouse Home 2024 ; ELECTRONICA ; 988.53 ; 75 ; 0
ROPA-37125 ; Nike Naranja Camiseta Talla XXL ; ROPA ; 927.54 ; 65 ; 0
FOOD-37126 ; Nestlé Light Queso 100g ; ALIMENTOS ; 73.67 ; 56 ; 0
HOME-37127 ; Braun Automático Ventilador ; HOGAR ; 435.92 ; 32 ; 0
ELEC-37128 ; Lenovo Smartphone Standard 2023 ; ELECTRONICA ; 652.22 ; 16 ; 0
ROPA-37129 ; Calvin Verde Vestido Talla XS ; ROPA ; 22.10 ; 3 ; 0
FOOD-37130 ; Nestlé Natural Jugo 750g ; ALIMENTOS ; 811.38 ; 21 ; 0
HOME-37131 ; Braun Mediano Licuadora ; HOGAR ; 457.35 ; 79 ; 0
ELEC-37132 ; Samsung Smartphone Ultra 2022 ; ELECTRONICA ; 452.41 ; 64 ; 0
ROPA-37133 ; Adidas Morado Camiseta Talla L ; ROPA ; 243.90 ; 58 ; 0
FOOD-37134 ; Nestlé Orgánico Galletas 2L ; ALIMENTOS ; 281.92 ; 69 ; 0
HOME-37135 ; Braun Compacto Batidora ; HOGAR ; 908.65 ; 16 ; 0
ELEC-37136 ; Asus Smartphone Office 2021 ; ELECTRONICA ; 824.17 ; 8 ; 0
ROPA-37137 ; Nike Azul Gorra Talla L ; ROPA ; 313.64 ; 10 ; 0
FOOD-37138 ; Pepsi Light Galletas 500g ; ALIMENTOS ; 757.55 ; 44 ; 0
HOME-37139 ; Bosch Digital Microondas ; HOGAR ; 793.79 ; 57 ; 0
ELEC-37140 ; Apple Monitor Gaming 2020 ; ELECTRONICA ; 824.04 ; 5 ; 0
ROPA-37141 ; Levi's Azul Pantalón Talla XS ; ROPA ; 554.37 ; 82 ; 0
FOOD-37142 ; Nestlé Natural Cereal 1L ; ALIMENTOS ; 55.92 ; 11 ; 0
HOME-37143 ; Siemens Fijo Ventilador ; HOGAR ; 925.97 ; 52 ; 0
ELEC-37144 ; Apple Router Pro 2024 ; ELECTRONICA ; 346.98 ; 71 ; 0
ROPA-37145 ; Tommy Morado Pantalón Talla XXL ; ROPA ; 293.44 ; 76 ; 0
FOOD-37146 ; Pepsi Sin azúcar Leche 100g ; ALIMENTOS ; 607.32 ; 78 ; 0
HOME-37147 ; Black&Decker Compacto Batidora ; HOGAR ; 337.68 ; 7 ; 0
ELEC-37148 ; Huawei Tablet Deluxe 2023 ; ELECTRONICA ; 491.06 ; 44 ; 0
ROPA-37149 ; Adidas Verde Bufanda Talla XS ; ROPA ; 884.55 ; 78 ; 0
FOOD-37150 ; Coca-Cola Sin azúcar Pan 250ml ; ALIMENTOS ; 444.84 ; 23 ; 0
HOME-37151 ; Braun Grande Silla ; HOGAR ; 184.52 ; 56 ; 0
ELEC-37152 ; Samsung Tablet Home 2022 ; ELECTRONICA ; 372.09 ; 12 ; 0
ROPA-37153 ; Calvin Verde Camiseta Talla XXL ; ROPA ; 339.01 ; 38 ; 0
FOOD-37154 ; Pepsi Free Jamón 200g ; ALIMENTOS ; 183.46 ; 2 ; 0
HOME-37155 ; Black&Decker Portátil Microondas ; HOGAR ; 265.54 ; 82 ; 0
ELEC-37156 ; Lenovo Monitor Gaming 2021 ; ELECTRONICA ; 818.01 ; 21 ; 0
ROPA-37157 ; Adidas Verde Sudadera Talla S ; ROPA ; 452.89 ; 48 ; 0
FOOD-37158 ; Kraft Premium Refresco 1L ; ALIMENTOS ; 901.61 ; 94 ; 0
HOME-37159 ; Bosch Fijo Licuadora ; HOGAR ; 260.79 ; 38 ; 0
ELEC-37160 ; LG Mouse Max 2020 ; ELECTRONICA ; 870.46 ; 14 ; 0
ROPA-37161 ; Prada Blanco Bufanda Talla M ; ROPA ; 44.35 ; 71 ; 0
FOOD-37162 ; Unilever Free Yogurt 1L ; ALIMENTOS ; 756.34 ; 23 ; 0
HOME-37163 ; Miele XL Lámpara ; HOGAR ; 213.77 ; 20 ; 0
ELEC-37164 ; Samsung Monitor Lite 2024 ; ELECTRONICA ; 988.17 ; 61 ; 0
ROPA-37165 ; Puma Blanco Short Talla XL ; ROPA ; 632.58 ; 86 ; 0
FOOD-37166 ; Heinz Sin azúcar Jamón 500g ; ALIMENTOS ; 390.59 ; 52 ; 0
HOME-37167 ; Whirlpool Grande Licuadora ; HOGAR ; 974.32 ; 96 ; 0
ELEC-37168 ; Apple Mouse Ultra 2023 ; ELECTRONICA ; 364.58 ; 87 ; 0
ROPA-37169 ; Puma Rojo Bufanda Talla XXL ; ROPA ; 647.88 ; 67 ; 0
FOOD-37170 ; Pepsi Económico Jugo 200g ; ALIMENTOS ; 708.58 ; 42 ; 0
HOME-37171 ; IKEA Portátil Lámpara ; HOGAR ; 614.84 ; 83 ; 0
ELEC-37172 ; Dell Teclado Standard 2022 ; ELECTRONICA ; 769.44 ; 1 ; 0
ROPA-37173 ; Tommy Azul Camiseta Talla L ; ROPA ; 49.20 ; 2 ; 0
FOOD-37174 ; Pepsi Light Leche 200g ; ALIMENTOS ; 602.98 ; 18 ; 0
HOME-37175 ; Philips Grande Cafetera ; HOGAR ; 900.34 ; 26 ; 0
ELEC-37176 ; Lenovo Smartwatch Ultra 2021 ; ELECTRONICA ; 861.78 ; 88 ; 0
ROPA-37177 ; H&M Verde Short Talla L ; ROPA ; 843.59 ; 22 ; 0
FOOD-37178 ; Kraft Free Chocolate 250ml ; ALIMENTOS ; 484.84 ; 96 ; 0
HOME-37179 ; Philips Manual Batidora ; HOGAR ; 520.20 ; 39 ; 0
ELEC-37180 ; Dell Teclado Lite 2020 ; ELECTRONICA ; 808.92 ; 13 ; 0
ROPA-37181 ; Gucci Morado Bufanda Talla XXL ; ROPA ; 139.11 ; 96 ; 0
FOOD-37182 ; Campbell Económico Pan 750g ; ALIMENTOS ; 884.80 ; 50 ; 0
HOME-37183 ; Rowenta Fijo Microondas ; HOGAR ; 546.98 ; 88 ; 0
ELEC-37184 ; Samsung Monitor Pro 2024 ; ELECTRONICA ; 663.97 ; 55 ; 0
ROPA-37185 ; Adidas Negro Chaqueta Talla L ; ROPA ; 330.40 ; 6 ; 0
FOOD-37186 ; Danone Natural Chocolate 1L ; ALIMENTOS ; 491.75 ; 28 ; 0
HOME-37187 ; Black&Decker Pequeño Ventilador ; HOGAR ; 315.42 ; 34 ; 0
ELEC-37188 ; Lenovo Mouse Deluxe 2023 ; ELECTRONICA ; 951.50 ; 64 ; 0
ROPA-37189 ; Calvin Gris Chaqueta Talla L ; ROPA ; 873.60 ; 27 ; 0
FOOD-37190 ; Campbell Premium Pan 200g ; ALIMENTOS ; 222.41 ; 51 ; 0
HOME-37191 ; Rowenta Mediano Aspiradora ; HOGAR ; 771.88 ; 83 ; 0
ELEC-37192 ; Xiaomi Router Home 2022 ; ELECTRONICA ; 298.75 ; 9 ; 0
ROPA-37193 ; Zara Rojo Chaqueta Talla XS ; ROPA ; 704.80 ; 48 ; 0
FOOD-37194 ; Nestlé Integral Cereal 200g ; ALIMENTOS ; 362.90 ; 41 ; 0
HOME-37195 ; Black&Decker Pequeño Batidora ; HOGAR ; 912.18 ; 86 ; 0
ELEC-37196 ; Apple Tablet Ultra 2021 ; ELECTRONICA ; 47.22 ; 67 ; 0
ROPA-37197 ; Prada Naranja Gorra Talla M ; ROPA ; 13.71 ; 32 ; 0
FOOD-37198 ; Heinz Orgánico Chocolate 500g ; ALIMENTOS ; 840.81 ; 78 ; 0
HOME-37199 ; Whirlpool Automático Microondas ; HOGAR ; 893.38 ; 94 ; 0
ELEC-37200 ; Xiaomi Router Deluxe 2020 ; ELECTRONICA ; 286.83 ; 67 ; 0
ROPA-37201 ; Puma Rosa Bufanda Talla M ; ROPA ; 231.70 ; 94 ; 0
FOOD-37202 ; Heinz Bio Jamón 250ml ; ALIMENTOS ; 84.00 ; 73 ; 0
HOME-37203 ; IKEA Digital Tostadora ; HOGAR ; 902.27 ; 75 ; 0
ELEC-37204 ; Samsung Teclado Office 2024 ; ELECTRONICA ; 712.56 ; 79 ; 0
ROPA-37205 ; Adidas Blanco Bufanda Talla XS ; ROPA ; 350.91 ; 39 ; 0
FOOD-37206 ; Pepsi Gourmet Jugo 250ml ; ALIMENTOS ; 49.39 ; 2 ; 0
HOME-37207 ; Black&Decker Compacto Batidora ; HOGAR ; 951.15 ; 28 ; 0
ELEC-37208 ; LG Smartphone Home 2023 ; ELECTRONICA ; 150.85 ; 31 ; 0
ROPA-37209 ; Tommy Rosa Short Talla M ; ROPA ; 808.58 ; 94 ; 0
FOOD-37210 ; Campbell Gourmet Cereal 500g ; ALIMENTOS ; 503.13 ; 56 ; 0
HOME-37211 ; Bosch Pequeño Batidora ; HOGAR ; 88.66 ; 62 ; 0
ELEC-37212 ; Asus Router Lite 2022 ; ELECTRONICA ; 730.53 ; 81 ; 0
ROPA-37213 ; Adidas Azul Zapatos Talla M ; ROPA ; 678.39 ; 30 ; 0
FOOD-37214 ; Campbell Sin azúcar Leche 200g ; ALIMENTOS ; 530.39 ; 75 ; 0
HOME-37215 ; Black&Decker XL Licuadora ; HOGAR ; 691.32 ; 24 ; 0
ELEC-37216 ; Dell Impresora Premium 2021 ; ELECTRONICA ; 150.60 ; 80 ; 0
ROPA-37217 ; Gucci Amarillo Short Talla S ; ROPA ; 887.79 ; 52 ; 0
FOOD-37218 ; Danone Orgánico Jamón 750g ; ALIMENTOS ; 751.11 ; 0 ; 0
HOME-37219 ; Whirlpool Mediano Silla ; HOGAR ; 978.44 ; 93 ; 0
ELEC-37220 ; Huawei Monitor Ultra 2020 ; ELECTRONICA ; 294.72 ; 7 ; 0
ROPA-37221 ; Tommy Naranja Pantalón Talla M ; ROPA ; 688.21 ; 1 ; 0
FOOD-37222 ; Heinz Sin azúcar Chocolate 1L ; ALIMENTOS ; 954.98 ; 44 ; 0
HOME-37223 ; Rowenta Compacto Batidora ; HOGAR ; 721.10 ; 72 ; 0
ELEC-37224 ; Huawei Tablet Lite 2024 ; ELECTRONICA ; 299.58 ; 43 ; 0
ROPA-37225 ; Puma Blanco Falda Talla L ; ROPA ; 592.18 ; 4 ; 0
FOOD-37226 ; Danone Orgánico Yogurt 1L ; ALIMENTOS ; 987.01 ; 61 ; 0
HOME-37227 ; Philips Grande Lámpara ; HOGAR ; 812.88 ; 43 ; 0
ELEC-37228 ; Huawei Teclado Gaming 2023 ; ELECTRONICA ; 842.13 ; 56 ; 0
ROPA-37229 ; Tommy Rojo Falda Talla M ; ROPA ; 489.11 ; 65 ; 0
FOOD-37230 ; Nestlé Natural Jugo 1kg ; ALIMENTOS ; 91.92 ; 80 ; 0
HOME-37231 ; Rowenta Compacto Silla ; HOGAR ; 387.95 ; 83 ; 0
ELEC-37232 ; Lenovo Smartwatch Office 2022 ; ELECTRONICA ; 127.85 ; 70 ; 0
ROPA-37233 ; Zara Gris Pantalón Talla S ; ROPA ; 708.92 ; 69 ; 0
FOOD-37234 ; Campbell Light Pan 1L ; ALIMENTOS ; 73.74 ; 28 ; 0
HOME-37235 ; Miele Mediano Ventilador ; HOGAR ; 369.38 ; 35 ; 0
ELEC-37236 ; Samsung Teclado Deluxe 2021 ; ELECTRONICA ; 919.90 ; 57 ; 0
ROPA-37237 ; Nike Morado Zapatos Talla XS ; ROPA ; 190.12 ; 61 ; 0
FOOD-37238 ; Danone Económico Leche 1kg ; ALIMENTOS ; 53.85 ; 48 ; 0
HOME-37239 ; Rowenta Mediano Mesa ; HOGAR ; 798.10 ; 84 ; 0
ELEC-37240 ; LG Auriculares Lite 2020 ; ELECTRONICA ; 676.43 ; 88 ; 0
ROPA-37241 ; Nike Rosa Sudadera Talla XL ; ROPA ; 16.60 ; 16 ; 0
FOOD-37242 ; Campbell Sin azúcar Pan 100g ; ALIMENTOS ; 558.78 ; 99 ; 0
HOME-37243 ; Miele Pequeño Lámpara ; HOGAR ; 330.46 ; 5 ; 0
ELEC-37244 ; Lenovo Impresora Premium 2024 ; ELECTRONICA ; 470.93 ; 11 ; 0
ROPA-37245 ; Gucci Morado Gorra Talla XS ; ROPA ; 44.83 ; 1 ; 0
FOOD-37246 ; General Mills Sin azúcar Jugo 250ml ; ALIMENTOS ; 266.19 ; 89 ; 0
HOME-37247 ; Black&Decker Grande Batidora ; HOGAR ; 599.75 ; 55 ; 0
ELEC-37248 ; Samsung Impresora Max 2023 ; ELECTRONICA ; 307.86 ; 57 ; 0
ROPA-37249 ; Tommy Naranja Short Talla S ; ROPA ; 350.51 ; 11 ; 0
FOOD-37250 ; Kraft Orgánico Cereal 750g ; ALIMENTOS ; 665.04 ; 78 ; 0
HOME-37251 ; Braun Pequeño Lámpara ; HOGAR ; 564.75 ; 42 ; 0
ELEC-37252 ; Samsung Mouse Deluxe 2022 ; ELECTRONICA ; 173.34 ; 83 ; 0
ROPA-37253 ; Gucci Blanco Sudadera Talla XXL ; ROPA ; 661.53 ; 20 ; 0
FOOD-37254 ; Unilever Natural Chocolate 1L ; ALIMENTOS ; 473.69 ; 53 ; 0
HOME-37255 ; Tefal Fijo Mesa ; HOGAR ; 865.59 ; 89 ; 0
ELEC-37256 ; Apple Impresora Home 2021 ; ELECTRONICA ; 668.29 ; 4 ; 0
ROPA-37257 ; Calvin Amarillo Zapatos Talla XXL ; ROPA ; 101.25 ; 81 ; 0
FOOD-37258 ; Kellogg's Gourmet Refresco 500g ; ALIMENTOS ; 516.78 ; 55 ; 0
HOME-37259 ; Siemens Fijo Lámpara ; HOGAR ; 834.95 ; 71 ; 0
ELEC-37260 ; Dell Impresora Ultra 2020 ; ELECTRONICA ; 288.77 ; 82 ; 0
ROPA-37261 ; Levi's Negro Chaqueta Talla L ; ROPA ; 803.96 ; 70 ; 0
FOOD-37262 ; Unilever Sin azúcar Jamón 250ml ; ALIMENTOS ; 409.57 ; 31 ; 0
HOME-37263 ; IKEA Portátil Silla ; HOGAR ; 759.95 ; 6 ; 0
ELEC-37264 ; Lenovo Router Office 2024 ; ELECTRONICA ; 525.83 ; 64 ; 0
ROPA-37265 ; Nike Verde Falda Talla L ; ROPA ; 401.50 ; 52 ; 0
FOOD-37266 ; Kellogg's Orgánico Galletas 200g ; ALIMENTOS ; 325.74 ; 11 ; 0
HOME-37267 ; Whirlpool Grande Cafetera ; HOGAR ; 457.78 ; 14 ; 0
ELEC-37268 ; Sony Tablet Pro 2023 ; ELECTRONICA ; 504.65 ; 86 ; 0
ROPA-37269 ; Prada Rosa Vestido Talla XXL ; ROPA ; 207.90 ; 15 ; 0
FOOD-37270 ; Nestlé Natural Cereal 1L ; ALIMENTOS ; 582.26 ; 52 ; 0
HOME-37271 ; Siemens Automático Tostadora ; HOGAR ; 325.34 ; 79 ; 0
ELEC-37272 ; Asus Teclado Ultra 2022 ; ELECTRONICA ; 750.35 ; 95 ; 0
ROPA-37273 ; Prada Naranja Short Talla S ; ROPA ; 736.08 ; 10 ; 0
FOOD-37274 ; General Mills Light Chocolate 1L ; ALIMENTOS ; 932.29 ; 4 ; 0
HOME-37275 ; IKEA Automático Licuadora ; HOGAR ; 380.95 ; 88 ; 0
ELEC-37276 ; Sony Impresora Max 2021 ; ELECTRONICA ; 275.20 ; 50 ; 0
ROPA-37277 ; Gucci Rosa Zapatos Talla L ; ROPA ; 978.43 ; 71 ; 0
FOOD-37278 ; General Mills Gourmet Chocolate 250ml ; ALIMENTOS ; 714.80 ; 71 ; 0
HOME-37279 ; Whirlpool Digital Ventilador ; HOGAR ; 983.52 ; 16 ; 0
ELEC-37280 ; Huawei Monitor Max 2020 ; ELECTRONICA ; 139.57 ; 1 ; 0
ROPA-37281 ; Tommy Morado Pantalón Talla M ; ROPA ; 310.26 ; 32 ; 0
FOOD-37282 ; Coca-Cola Free Galletas 500g ; ALIMENTOS ; 266.78 ; 84 ; 0
HOME-37283 ; Whirlpool Compacto Lámpara ; HOGAR ; 252.07 ; 91 ; 0
ELEC-37284 ; Asus Impresora Ultra 2024 ; ELECTRONICA ; 156.40 ; 62 ; 0
ROPA-37285 ; Zara Amarillo Chaqueta Talla XS ; ROPA ; 143.00 ; 40 ; 0
FOOD-37286 ; Heinz Económico Leche 1kg ; ALIMENTOS ; 291.82 ; 16 ; 0
HOME-37287 ; IKEA Digital Lámpara ; HOGAR ; 286.10 ; 58 ; 0
ELEC-37288 ; Dell Monitor Premium 2023 ; ELECTRONICA ; 406.56 ; 26 ; 0
ROPA-37289 ; Zara Morado Bufanda Talla S ; ROPA ; 721.24 ; 42 ; 0
FOOD-37290 ; Danone Gourmet Jugo 250ml ; ALIMENTOS ; 85.92 ; 84 ; 0
HOME-37291 ; IKEA Grande Lámpara ; HOGAR ; 874.64 ; 19 ; 0
ELEC-37292 ; Sony Laptop Premium 2022 ; ELECTRONICA ; 669.79 ; 87 ; 0
ROPA-37293 ; Tommy Morado Vestido Talla M ; ROPA ; 585.19 ; 99 ; 0
FOOD-37294 ; Pepsi Premium Yogurt 1L ; ALIMENTOS ; 719.18 ; 40 ; 0
HOME-37295 ; Black&Decker Pequeño Mesa ; HOGAR ; 219.56 ; 31 ; 0
ELEC-37296 ; Huawei Impresora Lite 2021 ; ELECTRONICA ; 33.63 ; 65 ; 0
ROPA-37297 ; Zara Rosa Pantalón Talla XL ; ROPA ; 527.97 ; 40 ; 0
FOOD-37298 ; Kellogg's Gourmet Jamón 100g ; ALIMENTOS ; 709.40 ; 39 ; 0
HOME-37299 ; Siemens XL Batidora ; HOGAR ; 665.92 ; 69 ; 0
ELEC-37300 ; Apple Mouse Premium 2020 ; ELECTRONICA ; 180.11 ; 54 ; 0
ROPA-37301 ; Calvin Verde Sudadera Talla S ; ROPA ; 264.21 ; 79 ; 0
FOOD-37302 ; Unilever Free Cereal 2L ; ALIMENTOS ; 681.16 ; 25 ; 0
HOME-37303 ; Miele Digital Ventilador ; HOGAR ; 849.84 ; 10 ; 0
ELEC-37304 ; Samsung Smartwatch Ultra 2024 ; ELECTRONICA ; 257.50 ; 37 ; 0
ROPA-37305 ; Levi's Negro Gorra Talla S ; ROPA ; 34.17 ; 45 ; 0
FOOD-37306 ; Heinz Sin azúcar Refresco 200g ; ALIMENTOS ; 91.45 ; 90 ; 0
HOME-37307 ; Bosch Digital Microondas ; HOGAR ; 471.89 ; 75 ; 0
ELEC-37308 ; Xiaomi Monitor Max 2023 ; ELECTRONICA ; 201.89 ; 33 ; 0
ROPA-37309 ; Levi's Amarillo Sudadera Talla L ; ROPA ; 805.20 ; 96 ; 0
FOOD-37310 ; Coca-Cola Gourmet Cereal 750g ; ALIMENTOS ; 40.33 ; 87 ; 0
HOME-37311 ; Siemens Pequeño Lámpara ; HOGAR ; 591.33 ; 44 ; 0
ELEC-37312 ; Huawei Router Gaming 2022 ; ELECTRONICA ; 910.98 ; 78 ; 0
